-2.9171443,11.491273
-15.363702,5.025582
-19.153265,-1.5171021
-19.546196,8.970536
8.037275,15.2386675
-2.479909,9.539652
-15.028439,9.010852
13.663545,17.02016
-4.0787764,13.119343
10.631637,12.26451
-19.595423,2.1358826
-22.031702,-5.712396
11.219222,20.146803
-0.20407909,-1.9895607
-4.4964523,10.264169
-7.6604047,0.577697
-1.2738527,15.136214
-22.030016,4.7905755
3.5089626,-6.2195377
17.176096,17.211634
8.680012,-4.719383
9.000456,13.485874
-2.917713,4.6477804
1.0774355,12.207499
12.244666,18.429693
-16.813019,12.238661
16.893618,24.21389
-6.750274,-9.226751
10.84756,14.25282
-6.0093846,-14.927603
2.188567,10.544554
-10.249899,-13.421356
2.7301795,-1.9684752
5.9966173,9.338193
-8.875837,-11.9681
-15.23206,7.0212445
-9.909075,3.882966
-21.799376,-3.725936
0.86087453,17.269869
1.9347475,15.5826235
4.5709405,-2.7505236
-1.7539166,0.96113294
12.480516,15.407572
-6.005394,-12.927607
0,0
-16.598125,10.250239
-4.6778774,-7.0107145
-5.180493,14.78854
-23.441551,3.0952663
-3.4463382,-20.054588
-21.45367,2.875419
9.37378,4.5740547
-5.833621,-16.919865
-1.8462552,2.959
-17.711054,2.806072
2.4598694,13.652793
7.2369466,12.542458
-18.595776,0.40362862
5.6095657,11.379861
-3.409734,-5.464166
-16.793427,-0.46328247
-2.0415664,13.289429
4.1240654,10.040724
-18.581203,7.2187395
-7.0260506,-11.207647
-5.072607,16.785627
-8.728246,2.268766
1.4296606,8.694132
6.7608895,-4.1563826
18.644798,15.854094
4.845394,-4.7316027
18.15069,18.958107
18.250008,20.955639
-11.705085,4.7629366
16.702826,22.223011
-7.413047,-18.146818
15.368002,18.0665
-2.5958848,6.6217175
7.7580986,5.7528563
-5.2683506,-0.9401103
-3.467248,-0.07061078
-4.0066314,-2.4919043
-0.52713656,9.107587
-15.727096,3.0588727
-17.230211,5.744012
8.7631,7.793824
-3.1946805,-10.251103
-7.220851,-1.3734034
-4.7621703,-9.008938
-4.366005,-18.278578
-13.477272,5.689949
-2.428984,-3.7211432
-19.826021,-3.4005566
-0.10938513,3.950606
-25.28036,2.3086364
1.9970996,-0.107670546
-13.012318,7.635153
3.9515734,0.31663162
6.784794,7.5000477
-0.6568591,7.1117983
