-961.9556,-44.9592
-24.792393,-824.99536
244.38745,-809.26385
-546.66113,-459.33093
366.08167,1312.1067
-498.0539,125.22521
-433.05945,-22.327484
-497.51944,288.23688
454.50467,993.7551
265.30667,-493.43906
-746.37994,247.10593
334.89932,227.4077
124.063156,808.1131
-57.559204,743.0106
-414.51758,800.3847
-547.5844,-893.0583
674.8907,-155.41441
-912.6261,409.8366
1106.081,-34.630993
931.08093,331.32224
-545.2845,667.4162
-134.03177,188.7114
131.51689,-344.34152
-495.0234,893.5656
-335.72873,-443.55438
-47.100887,34.775944
-339.22888,-653.7048
-313.58963,-768.1214
-1052.702,363.22968
-290.0177,90.670364
786.57117,528.6012
-140.82814,45.7892
74.23521,512.57416
-740.3441,-51.105957
-224.29707,525.543
81.02556,-637.2672
535.018,-934.1318
474.3984,364.7006
42.084785,809.7426
-335.82806,-786.1858
-780.8587,-159.31532
-699.17584,186.40643
112.94184,-449.77692
450.73465,161.74896
-498.3225,687.27435
791.1369,-423.99567
-333.20227,274.11212
-470.38596,53.001217
-203.63155,261.68414
753.2831,-653.6348
1027.4784,-550.59753
-153.8092,-714.91504
-287.03998,509.84546
-82.08505,1215.3893
79.18901,558.6583
-502.56064,-750.023
-897.9052,328.98267
395.47217,-753.7908
-651.0711,-363.3217
860.5833,297.28516
-759.8769,-14.303127
-340.66507,252.16118
665.73126,-158.18042
-808.8436,187.58998
-569.66486,1012.89825
-563.921,1028.0458
-545.3213,-740.48224
-23.61834,-64.96452
529.2068,447.48248
-435.4776,-655.3453
762.64087,297.8559
-725.6345,-12.795763
-151.24646,-787.272
915.0972,-104.75669
-696.35925,-392.96667
-243.43468,-318.0782
703.20447,436.68353
382.92435,109.524254
233.71626,-807.32043
916.40533,-589.2289
-445.72864,-890.14905
-1.5779191,455.35614
-747.7756,-909.7028
258.12695,120.1305
518.2919,-1044.4945
565.6669,-387.06216
-1070.7218,382.78662
357.20715,1312.7495
-288.39072,-1.3269206
-1064.6718,-83.94547
256.5038,-794.1223
735.7815,-509.83438
-633.8685,-4.56329
596.8321,-401.49347
-696.0722,220.25313
-175.22205,-91.74457
-634.91876,-701.00574
315.42358,-191.21094
134.62242,-93.04156
107.67902,-678.40955
728.6619,-556.66095
-278.12103,-859.8686
16.538086,829.46436
897.38617,-558.9671
984.3183,-691.4278
372.18152,237.84425
365.76056,40.619606
-679.6366,189.54263
1073.2124,-179.08347
374.0082,246.83083
-483.12286,-647.55176
-525.37555,-743.7387
49.04216,1194.3678
-255.03609,-449.8746
142.26613,-243.57512
156.3502,549.6439
-534.61804,302.64893
718.29987,-180.06863
402.134,152.27568
-562.2699,-364.80206
260.41785,-813.9146
-314.56625,300.41025
-153.35448,-723.2866
850.6796,-241.06126
237.31192,-737.9627
72.33728,1205.2925
163.17606,801.016
112.582886,-101.45485
429.8967,196.24496
-81.09733,1001.93536
-125.427284,12.744994
304.96103,596.70197
183.5887,529.20184
-484.1027,173.76797
-435.06976,-663.45233
-226.60481,33.134266
-812.0067,-125.91503
-367.94357,33.610863
-0.29037982,219.12802
251.66673,87.74201
-981.7982,-117.20453
4.595219,23.94937
402.9554,263.51144
-343.51627,-603.9771
237.60011,-170.2537
188.85985,-103.95362
112.88677,111.17594
256.36182,81.64297
411.6118,257.47388
328.0278,622.02246
461.76587,-752.92535
-249.07121,661.2924
202.58224,-715.5507
-131.83151,185.33911
251.18396,-123.476944
-698.0953,193.33746
724.8832,-490.53635
485.40335,-894.77423
751.6171,-654.74146
139.95166,24.977085
382.9872,115.05205
265.7884,1146.3458
363.28204,1236.227
492.6123,-1101.7324
-382.63312,627.55554
565.0055,-225.65314
-374.8139,-643.1763
-0.8993924,1289.1149
454.31607,-164.3375
-445.5475,639.5003
111.2922,-329.8083
-722.15564,-849.9375
268.78894,-565.48627
695.9628,371.21185
-527.9747,-953.40125
34.42121,820.0634
667.06165,488.4834
-729.81506,1.3289765
-43.31418,-121.16053
-884.61505,65.794365
-72.686386,-241.18658
-745.5899,-896.59595
