100,3.659722222222227,13.239509352630693,144,50
100,8.874999999999979,13.303437643216999,144,90
100,22.29166666666669,13.338980830957748,144,140
100,48.72222222222226,13.336732644864629,144,200
200,7.1805555555555705,19.700915565267675,144,50
200,19.111111111111097,19.79337801366223,144,90
200,46.03472222222226,19.7787730516672,144,140
200,96.72916666666673,19.779316444826915,144,200
500,19.06944444444444,33.409552553830494,144,50
500,51.44444444444446,33.6289011407276,144,90
500,123.24305555555567,33.48903711132588,144,140
500,247.01388888888889,33.51603828052865,144,200
1000,41.70833333333337,49.99746439393215,144,50
1000,105.22222222222227,50.368050740069236,144,90
1000,203.8402777777777,50.074366231772984,144,140
1000,508.74999999999994,50.041959822935944,144,200
2000,87.33333333333333,75.12539772046338,144,50
2000,212.1388888888888,75.54448695411583,144,90
2000,525.7916666666667,74.8502486827736,144,140
2000,1119.8958333333333,74.9067642085555,144,200
5000,255.68750000000006,128.33059171034571,144,50
5000,553.833333333333,128.9189049223191,144,90
5000,1448.1250000000011,127.76996755778677,144,140
5000,2880.7916666666665,127.75784420238125,144,200
10000,699.3125,192.1797318026642,144,50
10000,1278.3680555555552,192.9308360959126,144,90
10000,2920.6805555555543,191.47981478485363,144,140
10000,5973.159722222223,191.82639217930623,144,200
20000,1068.111111111111,287.8263086683689,144,50
20000,2631.229166666665,288.75962632034697,144,90
20000,6015.111111111109,287.1947113719158,144,140
20000,12510.624999999998,287.96575566270826,144,200
50000,2864.041666666667,490.25869764156187,144,50
50000,6878.229166666666,492.1887546017821,144,90
50000,15951.625000000004,491.47764672216516,144,140
50000,32151.305555555566,492.12914532031704,144,200
100000,6501.611111111113,734.5197141890143,144,50
100000,14751.874999999995,737.8940141257063,144,90
100000,32776.44444444446,737.9969399096393,144,140
100000,65376.18055555554,738.4049312009197,144,200
200000,16418.187499999996,1102.285137127797,144,50
200000,31371.173611111088,1107.5274345520368,144,90
200000,67418.94444444442,1106.6314937787765,144,140
200000,132503.84722222216,1107.1501132810736,144,200
500000,63040.13888888891,1884.6544020153815,144,50
500000,88123.65972222223,1893.3900111483972,144,90
500000,175293.77083333337,1888.6473614780898,144,140
500000,336978.55555555556,1893.2878715850984,144,200
1000000,203528.20833333343,2827.944733336916,144,50
1000000,202846.8611111111,2837.2390832100145,144,90
1000000,364012.7361111109,2831.511009081664,144,140
1000000,682544.1944444443,2839.688040211911,144,200
2000000,751659.6736111112,4245.478101588858,144,50
2000000,514976.56250000006,4252.10051754581,144,90
2000000,779219.4027777778,4251.076951806117,144,140
2000000,1393126.0416666665,4252.728226815261,144,200
5000000,5541899.611111111,7257.06615816387,144,50
5000000,2211898.4374999995,7259.515524660851,144,90
5000000,2353749.0416666674,7262.922836663646,144,140
5000000,3683408.3749999995,7258.236861664848,144,200
